state,state_id,year,cigsale,retprice
Colorado,4,1985,112.4000015258789,93.0999984741211
Colorado,4,1986,109.9000015258789,95.0999984741211
Colorado,4,1987,102.4000015258789,108.5999984741211
Colorado,4,1988,94.5999984741211,116
Colorado,4,1989,88.80000305175781,130.8000030517578
Colorado,4,1990,87.4000015258789,149.3000030517578
Colorado,4,1991,90.19999694824219,152.60000610351562
Colorado,4,1992,88.30000305175781,157.5
Colorado,4,1993,88.5999984741211,168.1999969482422
Colorado,4,1994,89.0999984741211,153.1999969482422
Colorado,4,1995,85.4000015258789,164.1999969482422
Colorado,4,1996,83.0999984741211,169.60000610351562
Colorado,4,1997,81.30000305175781,174.39999389648438
Colorado,4,1998,81.19999694824219,185.8000030517578
Colorado,4,1999,79.5999984741211,204.1999969482422
Colorado,4,2000,73,281.29998779296875
Connecticut,5,1970,120,42.20000076293945
Connecticut,5,1971,117.5999984741211,45.5
Connecticut,5,1972,110.80000305175781,51.29999923706055
Connecticut,5,1973,109.30000305175781,50.599998474121094
Connecticut,5,1974,112.4000015258789,52.5
Connecticut,5,1975,110.19999694824219,54.5
Connecticut,5,1976,113.4000015258789,57.599998474121094
Connecticut,5,1977,117.30000305175781,58.400001525878906
Connecticut,5,1978,117.5,61.70000076293945
Connecticut,5,1979,117.4000015258789,64.4000015258789
Connecticut,5,1980,118,67
Connecticut,5,1981,116.4000015258789,80.0999984741211
Connecticut,5,1982,114.69999694824219,85.5999984741211
Connecticut,5,1983,114.0999984741211,95.5999984741211
Connecticut,5,1984,112.5,113.5
Connecticut,5,1985,111,118.5999984741211
Connecticut,5,1986,108.5,118.5
Connecticut,5,1987,109,122.69999694824219
Connecticut,5,1988,104.80000305175781,129.6999969482422
Connecticut,5,1989,100.5999984741211,142
Connecticut,5,1990,91.5,171.1999969482422
Connecticut,5,1991,86.69999694824219,175.60000610351562
Connecticut,5,1992,83.5,193.5
Connecticut,5,1993,79.0999984741211,202.3000030517578
Connecticut,5,1994,76.5999984741211,205.60000610351562
Connecticut,5,1995,79.30000305175781,205.39999389648438
Connecticut,5,1996,76,206.3000030517578
Connecticut,5,1997,75.9000015258789,208.5
Connecticut,5,1998,75.5,217.89999389648438
Connecticut,5,1999,73.4000015258789,236.5
Connecticut,5,2000,71.4000015258789,312.29998779296875
Delaware,6,1970,155,39
Delaware,6,1971,161.10000610351562,41.29999923706055
Delaware,6,1972,156.3000030517578,44.70000076293945
Delaware,6,1973,154.6999969482422,44
Delaware,6,1974,151.3000030517578,44.20000076293945
Delaware,6,1975,147.60000610351562,45.900001525878906
Delaware,6,1976,153,50.099998474121094
Delaware,6,1977,153.3000030517578,51.70000076293945
Delaware,6,1978,155.5,58.70000076293945
Delaware,6,1979,150.1999969482422,60
Delaware,6,1980,150.5,62.70000076293945
Delaware,6,1981,152.60000610351562,66
Delaware,6,1982,154.10000610351562,74.0999984741211
Delaware,6,1983,149.60000610351562,82
Delaware,6,1984,144,91.0999984741211
Delaware,6,1985,144.5,98.69999694824219
Delaware,6,1986,142.39999389648438,105.19999694824219
Delaware,6,1987,141,111.4000015258789
Delaware,6,1988,137.10000610351562,119.30000305175781
Delaware,6,1989,131.6999969482422,124
Delaware,6,1990,127.19999694824219,140
Delaware,6,1991,118.80000305175781,143.1999969482422
Delaware,6,1992,120,174.6999969482422
Delaware,6,1993,123.80000305175781,187.89999389648438
Delaware,6,1994,126.0999984741211,152.5
Delaware,6,1995,127.19999694824219,160.6999969482422
Delaware,6,1996,128.3000030517578,169.10000610351562
Delaware,6,1997,124.0999984741211,171.89999389648438
Delaware,6,1998,132.8000030517578,179.1999969482422
Delaware,6,1999,139.5,198.3000030517578
Delaware,6,2000,140.6999969482422,276.20001220703125
Georgia,7,1970,109.9000015258789,34.29999923706055
Georgia,7,1971,115.69999694824219,35.79999923706055
Georgia,7,1972,117,40.900001525878906
Georgia,7,1973,119.80000305175781,42.400001525878906
Georgia,7,1974,123.69999694824219,42.400001525878906
Georgia,7,1975,122.9000015258789,44.5
Georgia,7,1976,125.9000015258789,47.900001525878906
Georgia,7,1977,127.9000015258789,49.5
Georgia,7,1978,130.60000610351562,54.70000076293945
Georgia,7,1979,131,56.599998474121094
Georgia,7,1980,134,59.29999923706055
Georgia,7,1981,131.6999969482422,62.599998474121094
Georgia,7,1982,131.1999969482422,67.80000305175781
Georgia,7,1983,128.60000610351562,78.9000015258789
Georgia,7,1984,126.30000305175781,86.80000305175781
Georgia,7,1985,128.8000030517578,90.69999694824219
Georgia,7,1986,129,100.0999984741211
Georgia,7,1987,129.3000030517578,103.9000015258789
Georgia,7,1988,124.0999984741211,109.19999694824219
Georgia,7,1989,117.0999984741211,122.4000015258789
Georgia,7,1990,113.80000305175781,132.3000030517578
Georgia,7,1991,109.5999984741211,138.1999969482422
Georgia,7,1992,109.19999694824219,159.5
Georgia,7,1993,109.19999694824219,167.1999969482422
Georgia,7,1994,107.80000305175781,147.8000030517578
Georgia,7,1995,100.30000305175781,153.8000030517578
Georgia,7,1996,102.69999694824219,156.10000610351562
Georgia,7,1997,100.5999984741211,158.89999389648438
Georgia,7,1998,100.5,168.6999969482422
Georgia,7,1999,97.0999984741211,188
Georgia,7,2000,88.4000015258789,257.3999938964844
Idaho,8,1970,102.4000015258789,33.79999923706055
Idaho,8,1971,108.5,33.599998474121094
Idaho,8,1972,126.0999984741211,33.70000076293945
Idaho,8,1973,121.80000305175781,36.29999923706055
Idaho,8,1974,125.5999984741211,38
Idaho,8,1975,123.30000305175781,40.29999923706055
Idaho,8,1976,125.0999984741211,42.5
Idaho,8,1977,125,45.599998474121094
Idaho,8,1978,122.80000305175781,51.5
Idaho,8,1979,117.5,55.400001525878906
Idaho,8,1980,115.19999694824219,56.400001525878906
Idaho,8,1981,114.0999984741211,59.20000076293945
Idaho,8,1982,111.5,67.5999984741211
Idaho,8,1983,111.30000305175781,76.5
Idaho,8,1984,103.5999984741211,88.5
Idaho,8,1985,100.69999694824219,97.5999984741211
Idaho,8,1986,96.69999694824219,99.9000015258789
Idaho,8,1987,95,107.0999984741211
Idaho,8,1988,84.5,121.9000015258789
Idaho,8,1989,78.4000015258789,133.60000610351562
Idaho,8,1990,90.0999984741211,141.3000030517578
Idaho,8,1991,85.4000015258789,144.39999389648438
Idaho,8,1992,85.0999984741211,167.1999969482422
Idaho,8,1993,86.69999694824219,171.1999969482422
Idaho,8,1994,93,150.5
Idaho,8,1995,78.19999694824219,163.5
Idaho,8,1996,73.5999984741211,176.5
Idaho,8,1997,75,184.39999389648438
Idaho,8,1998,78.9000015258789,187.10000610351562
Idaho,8,1999,75.0999984741211,210.6999969482422
Idaho,8,2000,66.9000015258789,275.8999938964844
Illinois,9,1970,124.80000305175781,41.400001525878906
Illinois,9,1971,125.5999984741211,41.400001525878906
Illinois,9,1972,126.5999984741211,41.900001525878906
Illinois,9,1973,124.4000015258789,41
Illinois,9,1974,131.89999389648438,41.900001525878906
Illinois,9,1975,131.8000030517578,45.20000076293945
Illinois,9,1976,134.39999389648438,48.400001525878906
Illinois,9,1977,134,49.400001525878906
Illinois,9,1978,136.6999969482422,54.599998474121094
Illinois,9,1979,135.3000030517578,56.79999923706055
Illinois,9,1980,135.1999969482422,60
Illinois,9,1981,133,63.099998474121094
Illinois,9,1982,130.6999969482422,69.5999984741211
Illinois,9,1983,127.9000015258789,80.80000305175781
Illinois,9,1984,124,89.5999984741211
Illinois,9,1985,121.5999984741211,96.69999694824219
Illinois,9,1986,118.19999694824219,108.4000015258789
Illinois,9,1987,109.5,116.19999694824219
Illinois,9,1988,107.5999984741211,124.0999984741211
Illinois,9,1989,104.5999984741211,132.6999969482422
Illinois,9,1990,94.0999984741211,147.3000030517578
Illinois,9,1991,96.0999984741211,154
Illinois,9,1992,94.80000305175781,179.8000030517578
Illinois,9,1993,94.5999984741211,187.5
Illinois,9,1994,85.69999694824219,182.10000610351562
Illinois,9,1995,84.30000305175781,185.1999969482422
Illinois,9,1996,81.80000305175781,188.6999969482422
Illinois,9,1997,79.5999984741211,198.6999969482422
Illinois,9,1998,80.30000305175781,202.3000030517578
Illinois,9,1999,72.19999694824219,240.5
Illinois,9,2000,70,312.70001220703125
Indiana,10,1970,134.60000610351562,30.600000381469727
Indiana,10,1971,139.3000030517578,32.20000076293945
Indiana,10,1972,149.1999969482422,32.5
Indiana,10,1973,156,32.900001525878906
Indiana,10,1974,159.60000610351562,34.5
Indiana,10,1975,162.39999389648438,36.70000076293945
Indiana,10,1976,166.60000610351562,38.70000076293945
Indiana,10,1977,173,40.599998474121094
Indiana,10,1978,150.89999389648438,50
Indiana,10,1979,148.89999389648438,52.5
Indiana,10,1980,146.89999389648438,53.70000076293945
Indiana,10,1981,148.5,58.29999923706055
Indiana,10,1982,147.6999969482422,65.0999984741211
Indiana,10,1983,143,75.69999694824219
Indiana,10,1984,137.8000030517578,85.19999694824219
Indiana,10,1985,135.3000030517578,88.80000305175781
Indiana,10,1986,137.60000610351562,93.5999984741211
Indiana,10,1987,134,100.0999984741211
Indiana,10,1988,134,109.30000305175781
Indiana,10,1989,132.5,119
Indiana,10,1990,128.3000030517578,130.8000030517578
Indiana,10,1991,127.19999694824219,135.8000030517578
Indiana,10,1992,128.1999969482422,153.5
Indiana,10,1993,126.80000305175781,157.5
Indiana,10,1994,128.1999969482422,146.60000610351562
Indiana,10,1995,135.39999389648438,146.3000030517578
Indiana,10,1996,135.10000610351562,147.8000030517578
Indiana,10,1997,135.3000030517578,156.3000030517578
Indiana,10,1998,135.89999389648438,166.8000030517578
Indiana,10,1999,133.3000030517578,190
Indiana,10,2000,125.5,260.20001220703125
Iowa,11,1970,108.5,37.70000076293945
Iowa,11,1971,108.4000015258789,38.5
Iowa,11,1972,109.4000015258789,41.900001525878906
Iowa,11,1973,110.5999984741211,41.900001525878906
Iowa,11,1974,116.0999984741211,43.20000076293945
Iowa,11,1975,120.5,45.400001525878906
Iowa,11,1976,124.4000015258789,47.79999923706055
Iowa,11,1977,125.5,49.400001525878906
Iowa,11,1978,127.0999984741211,54.599998474121094
Iowa,11,1979,124.19999694824219,56.400001525878906
Iowa,11,1980,124.5999984741211,58.79999923706055
Iowa,11,1981,132.89999389648438,61.400001525878906
Iowa,11,1982,116.19999694824219,72.80000305175781
Iowa,11,1983,115.5999984741211,84
Iowa,11,1984,111.19999694824219,93.30000305175781
Iowa,11,1985,109.4000015258789,99.5
Iowa,11,1986,104.0999984741211,104.80000305175781
Iowa,11,1987,101.0999984741211,117.0999984741211
Iowa,11,1988,100.19999694824219,124.19999694824219
Iowa,11,1989,94.4000015258789,145.10000610351562
Iowa,11,1990,95.4000015258789,149.60000610351562
Iowa,11,1991,97.0999984741211,155.39999389648438
Iowa,11,1992,95.19999694824219,178.5
Iowa,11,1993,92.5,189.6999969482422
Iowa,11,1994,93.4000015258789,171.39999389648438
Iowa,11,1995,93,179
Iowa,11,1996,94,183.8000030517578
Iowa,11,1997,93.9000015258789,189.3000030517578
Iowa,11,1998,94,193.8000030517578
Iowa,11,1999,91.69999694824219,213
Iowa,11,2000,88.9000015258789,286.29998779296875
Kansas,12,1970,114,34.20000076293945
Kansas,12,1971,102.80000305175781,38.900001525878906
Kansas,12,1972,111,38.79999923706055
Kansas,12,1973,115.19999694824219,39.29999923706055
Kansas,12,1974,118.5999984741211,40.20000076293945
Kansas,12,1975,123.4000015258789,42.70000076293945
Kansas,12,1976,127.69999694824219,46.599998474121094
Kansas,12,1977,127.9000015258789,48.099998474121094
Kansas,12,1978,127.0999984741211,52.599998474121094
Kansas,12,1979,126.4000015258789,54.79999923706055
Kansas,12,1980,127.0999984741211,58.29999923706055
Kansas,12,1981,132,59.79999923706055
Kansas,12,1982,130.89999389648438,65.0999984741211
Kansas,12,1983,127.5999984741211,77
Kansas,12,1984,121.69999694824219,91
Kansas,12,1985,115.69999694824219,97.5
Kansas,12,1986,109.4000015258789,103
Kansas,12,1987,105.19999694824219,114.5
Kansas,12,1988,103.19999694824219,123.9000015258789
Kansas,12,1989,96.5,136.5
Kansas,12,1990,94.30000305175781,145.8000030517578
Kansas,12,1991,91.80000305175781,152.6999969482422
Kansas,12,1992,90,174.1999969482422
Kansas,12,1993,89.9000015258789,174.1999969482422
Kansas,12,1994,89.0999984741211,159.60000610351562
Kansas,12,1995,90.0999984741211,165.6999969482422
Kansas,12,1996,88.69999694824219,167.6999969482422
Kansas,12,1997,89.19999694824219,171.3000030517578
Kansas,12,1998,87.5999984741211,184.3000030517578
Kansas,12,1999,83.30000305175781,207
Kansas,12,2000,79.80000305175781,271.20001220703125
Kentucky,13,1970,155.8000030517578,28.299999237060547
Kentucky,13,1971,163.5,30.100000381469727
Kentucky,13,1972,179.39999389648438,30.600000381469727
Kentucky,13,1973,201.89999389648438,30.600000381469727
Kentucky,13,1974,212.39999389648438,31.5
Kentucky,13,1975,223,33.29999923706055
Kentucky,13,1976,230.89999389648438,36
Kentucky,13,1977,229.39999389648438,36.900001525878906
Kentucky,13,1978,224.6999969482422,41.400001525878906
Kentucky,13,1979,214.89999389648438,43.400001525878906
Kentucky,13,1980,215.3000030517578,46.29999923706055
Kentucky,13,1981,209.6999969482422,49.400001525878906
Kentucky,13,1982,210.60000610351562,56.29999923706055
Kentucky,13,1983,201.10000610351562,66.4000015258789
Kentucky,13,1984,183.1999969482422,75.4000015258789
Kentucky,13,1985,182.39999389648438,79.30000305175781
Kentucky,13,1986,179.8000030517578,85.4000015258789
Kentucky,13,1987,171.1999969482422,90.5
Kentucky,13,1988,173.1999969482422,94.4000015258789
Kentucky,13,1989,171.60000610351562,103.80000305175781
Kentucky,13,1990,182.5,115.5999984741211
Kentucky,13,1991,170.39999389648438,120.5
Kentucky,13,1992,167.60000610351562,135.8000030517578
Kentucky,13,1993,167.60000610351562,145.39999389648438
Kentucky,13,1994,170.10000610351562,132.8000030517578
Kentucky,13,1995,175.3000030517578,134.8000030517578
Kentucky,13,1996,179,139.8000030517578
Kentucky,13,1997,186.8000030517578,145.60000610351562
Kentucky,13,1998,171.3000030517578,155.6999969482422
Kentucky,13,1999,165.3000030517578,179.1999969482422
Kentucky,13,2000,156.1999969482422,243.39999389648438
Louisiana,14,1970,115.9000015258789,34.29999923706055
Louisiana,14,1971,119.80000305175781,39.29999923706055
Louisiana,14,1972,125.30000305175781,40
Louisiana,14,1973,126.69999694824219,39.900001525878906
Louisiana,14,1974,129.89999389648438,41.599998474121094
Louisiana,14,1975,133.60000610351562,44.29999923706055
Louisiana,14,1976,139.60000610351562,48.099998474121094
Louisiana,14,1977,140,48.900001525878906
Louisiana,14,1978,142.6999969482422,54.20000076293945
Louisiana,14,1979,140.10000610351562,57.099998474121094
Louisiana,14,1980,143.8000030517578,60
Louisiana,14,1981,144,62.599998474121094
Louisiana,14,1982,143.89999389648438,70.30000305175781
Louisiana,14,1983,133.6999969482422,80.69999694824219
Louisiana,14,1984,128.89999389648438,90.69999694824219
Louisiana,14,1985,125,103
Louisiana,14,1986,121.19999694824219,105.0999984741211
Louisiana,14,1987,116.5,117.80000305175781
Louisiana,14,1988,110.9000015258789,120.4000015258789
Louisiana,14,1989,103.5999984741211,130.6999969482422
Louisiana,14,1990,101.5,143.39999389648438
Louisiana,14,1991,107.19999694824219,149.60000610351562
Louisiana,14,1992,108.5,178.10000610351562
Louisiana,14,1993,106.19999694824219,180.5
Louisiana,14,1994,105.30000305175781,157.39999389648438
Louisiana,14,1995,105.69999694824219,155.8000030517578
Louisiana,14,1996,106.80000305175781,165.3000030517578
Louisiana,14,1997,105.30000305175781,166.89999389648438
Louisiana,14,1998,103.19999694824219,185.89999389648438
Louisiana,14,1999,101,208
Louisiana,14,2000,104.30000305175781,281.20001220703125
Maine,15,1970,128.5,38
Maine,15,1971,133.1999969482422,38.79999923706055
Maine,15,1972,136.5,41.5
Maine,15,1973,138,41
Maine,15,1974,142.10000610351562,41.79999923706055
Maine,15,1975,140.6999969482422,46.70000076293945
Maine,15,1976,144.89999389648438,49.900001525878906
Maine,15,1977,145.60000610351562,50.900001525878906
Maine,15,1978,143.89999389648438,55
Maine,15,1979,138.5,54.5
Maine,15,1980,141.1999969482422,59
Maine,15,1981,138.89999389648438,62.900001525878906
Maine,15,1982,139.5,69.69999694824219
Maine,15,1983,135.39999389648438,80.80000305175781
Maine,15,1984,135.5,93.69999694824219
Maine,15,1985,127.9000015258789,98.0999984741211
Maine,15,1986,119,112.69999694824219
Maine,15,1987,125,121.19999694824219
Maine,15,1988,125,129
Maine,15,1989,122.4000015258789,144.39999389648438
Maine,15,1990,117.5,160.10000610351562
Maine,15,1991,116.0999984741211,165.8000030517578
Maine,15,1992,114.5,187.6999969482422
Maine,15,1993,108.5,192.60000610351562
Maine,15,1994,101.5999984741211,178.3000030517578
Maine,15,1995,102.30000305175781,184.89999389648438
Maine,15,1996,100,186.89999389648438
Maine,15,1997,101.0999984741211,190.1999969482422
Maine,15,1998,94.5,219.60000610351562
Maine,15,1999,85.5,267.79998779296875
Maine,15,2000,82.9000015258789,330.5
Minnesota,16,1970,104.30000305175781,39.099998474121094
Minnesota,16,1971,116.4000015258789,40.099998474121094
Minnesota,16,1972,96.80000305175781,45.20000076293945
Minnesota,16,1973,106.80000305175781,45.599998474121094
Minnesota,16,1974,110.5999984741211,47
Minnesota,16,1975,111.5,49.400001525878906
Minnesota,16,1976,116.69999694824219,52.099998474121094
Minnesota,16,1977,117.19999694824219,53.099998474121094
Minnesota,16,1978,118.9000015258789,57.900001525878906
Minnesota,16,1979,118.30000305175781,60.900001525878906
Minnesota,16,1980,117.69999694824219,63
Minnesota,16,1981,120.80000305175781,65.80000305175781
Minnesota,16,1982,119.4000015258789,71.69999694824219
Minnesota,16,1983,113.19999694824219,87.30000305175781
Minnesota,16,1984,110.80000305175781,99.19999694824219
Minnesota,16,1985,113,101.5
Minnesota,16,1986,104.30000305175781,116.30000305175781
Minnesota,16,1987,108.80000305175781,120.0999984741211
Minnesota,16,1988,94.0999984741211,141.6999969482422
Minnesota,16,1989,92.30000305175781,152.5
Minnesota,16,1990,90.69999694824219,162.3000030517578
Minnesota,16,1991,86.19999694824219,173.89999389648438
Minnesota,16,1992,83.80000305175781,197.6999969482422
Minnesota,16,1993,81.5999984741211,215.60000610351562
Minnesota,16,1994,83.4000015258789,196.10000610351562
Minnesota,16,1995,84.0999984741211,202.1999969482422
Minnesota,16,1996,81.69999694824219,208.60000610351562
Minnesota,16,1997,84.0999984741211,216.8000030517578
Minnesota,16,1998,83.19999694824219,220.1999969482422
Minnesota,16,1999,80.69999694824219,227.39999389648438
Minnesota,16,2000,76,303.6000061035156
Mississippi,17,1970,93.4000015258789,36.20000076293945
Mississippi,17,1971,105.4000015258789,37.5
Mississippi,17,1972,112.0999984741211,37.400001525878906
Mississippi,17,1973,115,37.29999923706055
Mississippi,17,1974,117.0999984741211,41.400001525878906
Mississippi,17,1975,116.80000305175781,43
Mississippi,17,1976,120.9000015258789,46.400001525878906
Mississippi,17,1977,122.0999984741211,48.79999923706055
Mississippi,17,1978,124.9000015258789,53.599998474121094
Mississippi,17,1979,123.9000015258789,56.5
Mississippi,17,1980,127,59.70000076293945
Mississippi,17,1981,125.30000305175781,63
Mississippi,17,1982,125.80000305175781,69.19999694824219
Mississippi,17,1983,122.30000305175781,78.5999984741211
Mississippi,17,1984,116.4000015258789,89
Mississippi,17,1985,115.30000305175781,96.4000015258789
Mississippi,17,1986,113.19999694824219,106
Mississippi,17,1987,110,115.80000305175781
Mississippi,17,1988,109,122.5999984741211
Mississippi,17,1989,108.30000305175781,125.80000305175781
Mississippi,17,1990,101.80000305175781,139.89999389648438
Mississippi,17,1991,105.5999984741211,142.6999969482422
Mississippi,17,1992,103.9000015258789,160.8000030517578
Mississippi,17,1993,105.4000015258789,177.8000030517578
Mississippi,17,1994,106,156.89999389648438
Mississippi,17,1995,107.5,153.89999389648438
Mississippi,17,1996,106.9000015258789,161.1999969482422
Mississippi,17,1997,106.30000305175781,168.60000610351562
Mississippi,17,1998,107,175.8000030517578
Mississippi,17,1999,103.9000015258789,199.5
Mississippi,17,2000,97.19999694824219,272
Missouri,18,1970,121.30000305175781,36
Missouri,18,1971,127.5999984741211,36.79999923706055
Missouri,18,1972,130,37.70000076293945
Missouri,18,1973,132.10000610351562,37.70000076293945
Missouri,18,1974,135.39999389648438,38
Missouri,18,1975,135.60000610351562,43.5
Missouri,18,1976,139.5,44.70000076293945
Missouri,18,1977,140.8000030517578,45.900001525878906
Missouri,18,1978,141.8000030517578,49.900001525878906
Missouri,18,1979,140.1999969482422,52.20000076293945
Missouri,18,1980,142.10000610351562,57.29999923706055
Missouri,18,1981,140.5,59.900001525878906
Missouri,18,1982,139.6999969482422,64.69999694824219
Missouri,18,1983,134.10000610351562,74.80000305175781
Missouri,18,1984,130,84.80000305175781
Missouri,18,1985,129.1999969482422,93.69999694824219
Missouri,18,1986,128.8000030517578,101.9000015258789
Missouri,18,1987,128.6999969482422,108.5
Missouri,18,1988,127.4000015258789,114.5999984741211
Missouri,18,1989,122.80000305175781,118.9000015258789
Missouri,18,1990,119.0999984741211,129.10000610351562
Missouri,18,1991,119.9000015258789,132.5
Missouri,18,1992,122.30000305175781,153.10000610351562
Missouri,18,1993,121.5999984741211,157.60000610351562
Missouri,18,1994,119.4000015258789,146.8000030517578
Missouri,18,1995,124,150.3000030517578
Missouri,18,1996,124.0999984741211,159.8000030517578
Missouri,18,1997,120.5999984741211,163.39999389648438
Missouri,18,1998,120.0999984741211,173.8000030517578
Missouri,18,1999,118,197
Missouri,18,2000,113.80000305175781,258.79998779296875
Montana,19,1970,111.19999694824219,34
Montana,19,1971,115.5999984741211,34.70000076293945
Montana,19,1972,122.19999694824219,40.099998474121094
Montana,19,1973,119.9000015258789,40.900001525878906
Montana,19,1974,121.9000015258789,41.79999923706055
Montana,19,1975,123.69999694824219,43.70000076293945
Montana,19,1976,124.9000015258789,45.29999923706055
Montana,19,1977,127,47.599998474121094
Montana,19,1978,127.19999694824219,51.900001525878906
Montana,19,1979,120.30000305175781,53.70000076293945
Montana,19,1980,122,56.70000076293945
Montana,19,1981,121.0999984741211,60.400001525878906
Montana,19,1982,122.4000015258789,65.69999694824219
Montana,19,1983,113.69999694824219,77.19999694824219
Montana,19,1984,110.0999984741211,91.30000305175781
Montana,19,1985,103.5999984741211,95.5
Montana,19,1986,97.80000305175781,102
Montana,19,1987,91.69999694824219,106.19999694824219
Montana,19,1988,87.0999984741211,115.30000305175781
Montana,19,1989,86.19999694824219,123
Montana,19,1990,84.69999694824219,140.39999389648438
Montana,19,1991,82.9000015258789,143.60000610351562
Montana,19,1992,86.5999984741211,163.5
Montana,19,1993,86,179.39999389648438
Montana,19,1994,88.19999694824219,151.3000030517578
